address1,address2,deposit_rent,dedicated_area(m^2),"Deposit(10,000won)",rent,year_of_construction,address3,type
부산광역시 강서구 강동동,1**,월세,15,50,7,1978,낙동북로43번길,detatched_multiFamily
부산광역시 강서구 강동동,1**,월세,23.14,500,15,1994,낙동북로43번길,detatched_multiFamily
부산광역시 강서구 강동동,1***,월세,24.13,3000,10,1971,제도로,detatched_multiFamily
부산광역시 강서구 강동동,2**,월세,26.79,1000,20,1996,낙동북로21번길,detatched_multiFamily
부산광역시 강서구 강동동,1**,월세,27,300,33,2014,낙동북로,detatched_multiFamily
부산광역시 강서구 강동동,2***,월세,30,2000,10,1936,상덕로97번가길,detatched_multiFamily
부산광역시 강서구 강동동,1***,전세,32.4,3000,0,1988,제도로1002번가길,detatched_multiFamily
부산광역시 강서구 강동동,6**,월세,32.72,250,20,1987,낙동북로135번길,detatched_multiFamily
부산광역시 강서구 강동동,7**,월세,32.76,1000,10,1990,제도로1041번다길,detatched_multiFamily
부산광역시 강서구 강동동,2*,월세,33,500,20,1995,낙동북로108번길,detatched_multiFamily
부산광역시 강서구 강동동,3***,월세,33,500,25,1997,,detatched_multiFamily
부산광역시 강서구 강동동,1**,월세,37,500,37,2014,낙동북로,detatched_multiFamily
부산광역시 강서구 강동동,2**,월세,42,500,20,1979,낙동북로21번길,detatched_multiFamily
부산광역시 강서구 강동동,1***,전세,42.98,2000,0,1931,제도로1002번가길,detatched_multiFamily
부산광역시 강서구 강동동,2***,월세,51,200,10,2020,제도로,detatched_multiFamily
부산광역시 강서구 강동동,2*,전세,52.28,8000,0,,낙동북로102번길,detatched_multiFamily
부산광역시 강서구 강동동,2***,월세,60,2000,15,1969,강동신덕3길,detatched_multiFamily
부산광역시 강서구 강동동,2*,월세,62.81,800,20,1970,낙동북로125번길,detatched_multiFamily
부산광역시 강서구 강동동,8**,월세,64.8,1000,30,2019,제도로1041번나길,detatched_multiFamily
부산광역시 강서구 강동동,2*,월세,80,200,20,1969,낙동북로102번길,detatched_multiFamily
부산광역시 강서구 강동동,2***,월세,87.69,200,15,1989,제도로,detatched_multiFamily
부산광역시 강서구 강동동,6**,월세,99.33,5000,40,1987,낙동북로135번길,detatched_multiFamily
부산광역시 강서구 강동동,2**,월세,102.81,500,20,1979,낙동북로21번길,detatched_multiFamily
부산광역시 강서구 강동동,3***,월세,188,1000,40,1994,제도로,detatched_multiFamily
부산광역시 강서구 구랑동,1***,월세,18.55,100,30,2020,미음산단로61번길,detatched_multiFamily
부산광역시 강서구 구랑동,1***,월세,18.55,100,30,,미음산단로61번길,detatched_multiFamily
부산광역시 강서구 구랑동,1***,월세,26,200,30,2016,미음산단로61번길,detatched_multiFamily
부산광역시 강서구 녹산동,1***,월세,42.6,500,48,2013,화전산단4로7번길,detatched_multiFamily
부산광역시 강서구 녹산동,1***,월세,50,300,38,2012,화전산단4로,detatched_multiFamily
부산광역시 강서구 녹산동,1***,월세,53,300,38,2013,화전산단4로,detatched_multiFamily
부산광역시 강서구 녹산동,7**,월세,56.19,200,20,,낙동남로,detatched_multiFamily
부산광역시 강서구 녹산동,5**,월세,64.33,2000,40,,낙동남로582번길,detatched_multiFamily
부산광역시 강서구 녹산동,7*,월세,66.12,500,30,2014,낙동남로683번길,detatched_multiFamily
부산광역시 강서구 녹산동,3**,월세,66.81,300,30,1995,낙동남로583번길,detatched_multiFamily
부산광역시 강서구 녹산동,5**,월세,84.59,1500,70,2010,낙동남로582번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,월세,15,50,16,1991,낙동북로166번길,detatched_multiFamily
부산광역시 강서구 대저1동,2***,월세,15,1000,20,1995,체육공원로6번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,월세,22,500,45,2018,낙동북로187번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,월세,25,1000,40,2018,낙동북로187번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,월세,26.4,10,10,1987,평강로397번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,월세,27,1900,26,2018,낙동북로166번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,월세,27,1500,30,2018,낙동북로166번길,detatched_multiFamily
부산광역시 강서구 대저1동,2***,월세,28.98,1000,40,,대저로277번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,월세,30,1000,20,1993,낙동북로212번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,월세,34.6,2000,35,2018,낙동북로166번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,월세,36.29,4000,35,2018,낙동북로187번길,detatched_multiFamily
부산광역시 강서구 대저1동,2***,월세,40,1000,35,,체육공원로26번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,전세,49.5,3000,0,1994,낙동북로,detatched_multiFamily
부산광역시 강서구 대저1동,5**,전세,51.45,5000,0,1995,대저중앙로309번길,detatched_multiFamily
부산광역시 강서구 대저1동,2***,전세,56.1,3000,0,1995,체육공원로6번길,detatched_multiFamily
부산광역시 강서구 대저1동,2***,월세,59.4,2000,15,1995,체육공원로6번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,월세,60.16,500,30,1965,낙동북로194번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,전세,71.48,8000,0,2021,대저중앙로172번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,전세,71.48,10000,0,2021,대저중앙로172번길,detatched_multiFamily
부산광역시 강서구 대저1동,4**,월세,72,2000,10,2000,,detatched_multiFamily
부산광역시 강서구 대저1동,2***,전세,84,10000,0,1996,체육공원로6번길,detatched_multiFamily
부산광역시 강서구 대저1동,2***,전세,84,10000,0,1996,체육공원로6번길,detatched_multiFamily
부산광역시 강서구 대저1동,3***,월세,88.48,1000,26,2000,경전철로188번길,detatched_multiFamily
부산광역시 강서구 대저1동,8**,월세,104.39,2000,30,1993,대저중앙로215번길,detatched_multiFamily
부산광역시 강서구 대저1동,1***,전세,150,3000,0,1987,대저중앙로172번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,12.3,0,20,1960,금호순서길89번가길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,16.5,100,16,1979,공항앞길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,23,100,20,1980,공항앞길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,23.1,300,36,2016,공항앞길221번길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,23.1,100,13,1990,공항로811번다길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,25,500,40,2018,공항앞길187번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,25,1000,35,2017,공항앞길163번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,26.88,500,40,2016,공항앞길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,28,500,35,2016,공항앞길163번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,30,0,45,2018,공항앞길163번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,30,100,40,2019,공항앞길163번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,30,2500,20,2013,,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,32.4,2000,20,1991,공항앞길163번길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,32.85,1000,40,1991,공항앞길163번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,33,100,40,2016,공항앞길221번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,33,500,42,2019,공항앞길163번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,33,100,40,2016,공항앞길221번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,33,100,40,2016,공항앞길221번길,detatched_multiFamily
부산광역시 강서구 대저2동,4***,월세,33,100,15,1989,맥도강변길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,33.3,1000,20,1988,공항앞길13번길,detatched_multiFamily
부산광역시 강서구 대저2동,1***,월세,39.6,50,20,,대저동서로229번가길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,40,500,35,2013,공항앞길221번길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,42.98,300,20,1965,공항로811번가길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,전세,45,3000,0,2018,공항앞길187번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,50,2000,60,2016,공항앞길163번길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,52,200,20,1991,공항앞길187번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,54.72,1000,55,2014,공항앞길221번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,전세,54.72,7000,0,2014,공항앞길221번길,detatched_multiFamily
부산광역시 강서구 대저2동,6***,월세,59.4,0,30,1996,맥도길83번길,detatched_multiFamily
부산광역시 강서구 대저2동,1***,월세,59.4,1000,40,2008,경전철로39번길,detatched_multiFamily
부산광역시 강서구 대저2동,6***,월세,66,3000,20,1995,공항로265번길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,66,2800,10,1979,공항앞길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,전세,66,5500,0,1998,공항앞길177번길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,69.18,1000,50,1986,,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,70,100,40,2019,공항앞길163번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,70,100,40,2013,공항앞길221번길,detatched_multiFamily
부산광역시 강서구 대저2동,5***,월세,72.6,2500,30,1995,공항로393번가길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,76,1000,70,,금호순서길7번길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,79.2,6500,10,2001,공항로767번나길,detatched_multiFamily
부산광역시 강서구 대저2동,1***,월세,82.5,5000,25,,공항로811번길,detatched_multiFamily
부산광역시 강서구 대저2동,5**,월세,118.89,2000,30,1989,입소정관길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,119.34,3000,55,2000,공항앞길85번길,detatched_multiFamily
부산광역시 강서구 대저2동,2***,월세,147.27,11000,20,2018,공항앞길187번길,detatched_multiFamily
부산광역시 강서구 대저2동,3***,월세,198.25,300,38,2016,공항앞길221번길,detatched_multiFamily
부산광역시 강서구 대항동,3**,전세,101.34,4000,0,2022,가덕해안로,detatched_multiFamily
부산광역시 강서구 동선동,3**,월세,33,3500,15,2011,동선길,detatched_multiFamily
부산광역시 강서구 동선동,1***,월세,43.41,500,25,2014,동선1길,detatched_multiFamily
부산광역시 강서구 동선동,1***,월세,47.8,500,25,2014,동선1길,detatched_multiFamily
부산광역시 강서구 동선동,1***,월세,66,500,30,2014,동선1길,detatched_multiFamily
부산광역시 강서구 동선동,4**,월세,67.32,5000,30,2016,동선새바지길,detatched_multiFamily
부산광역시 강서구 동선동,1***,월세,73.2,1000,50,2012,동선1길,detatched_multiFamily
부산광역시 강서구 동선동,1***,전세,77.82,8000,0,2016,동선1길,detatched_multiFamily
부산광역시 강서구 동선동,2**,월세,79.2,500,30,,동선새바지길,detatched_multiFamily
부산광역시 강서구 동선동,1**,전세,79.26,6000,0,2021,동선새바지길,detatched_multiFamily
부산광역시 강서구 동선동,3**,월세,92.94,500,30,2014,동선길,detatched_multiFamily
부산광역시 강서구 동선동,1***,월세,151.57,1000,45,2014,동선1길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,15,2000,10,1991,명지새동네길19번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,16.23,200,32,2013,명지오션시티8로22번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,16.5,500,25,2012,명지오션시티8로34번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,17.25,500,38,2017,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,18.05,300,45,2017,명지국제5로148번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,18.35,6000,0,2017,명지오션시티8로42번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,18.52,200,30,2012,명지오션시티7로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,18.55,200,33,2012,명지오션시티8로30번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,20,1000,30,2017,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,20.55,500,38,2019,명지오션시티8로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,21,2000,25,2013,,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,21,300,35,2009,명지오션시티8로42번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,21,1000,30,2013,명지오션시티8로34번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,22.4,500,50,2018,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,22.5,300,45,2018,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,22.5,200,32,2014,명지오션시티8로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,22.97,500,45,2019,명지국제6로232번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,23,500,40,,명지국제12로19번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,23,500,45,2018,명지국제13로가길,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,23,4000,0,2012,명지오션시티8로34번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,23.06,500,42,2022,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,23.1,300,37,2014,명지오션시티8로42번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,23.14,500,40,,명지국제12로19번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,23.46,500,47,2021,명지국제13로가길,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,23.5,500,0,2018,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,23.52,9000,0,2021,명지국제4로208번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,24,300,35,2019,명지국제6로242번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,24,8000,0,2017,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,24,5000,0,2012,명지오션시티8로22번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,24.2,200,30,2013,명지오션시티8로22번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,24.2,200,30,2013,명지오션시티8로30번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,24.26,100,37,2012,명지오션시티8로16번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,24.9,300,37,2012,명지오션시티8로42번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,25,2000,37,2012,명지오션시티8로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,25,2000,21,2017,,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,25,300,31,2014,명지오션시티8로34번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,25,1500,29,2017,명지국제5로148번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,25.15,8000,10,2019,명지국제13로가길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,25.15,500,48,2019,명지국제13로가길,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,25.15,8000,0,2019,명지국제13로가길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,25.2,500,50,2021,명지국제4로가길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,25.4,100,35,2015,명지새동네길20번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,25.55,400,50,2021,명지국제4로208번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,25.63,9000,0,2021,,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26,500,40,2018,명지국제12로19번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26,500,45,2017,명지국제12로29번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26.02,500,45,2017,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,26.29,6500,0,2017,,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26.4,500,40,2022,명지국제12로29번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26.4,300,35,2007,명지오션시티10로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26.4,300,35,2007,명지오션시티10로,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,26.4,10000,0,2017,명지국제5로148번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26.42,300,31,2012,명지오션시티7로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26.5,300,35,2017,명지오션시티8로,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,26.5,7000,0,2018,명지국제4로208번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26.6,500,47,2021,명지국제13로가길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26.66,500,40,2020,명지국제5로148번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26.74,500,50,2021,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,26.89,500,48,2020,명지국제6로220번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,27,500,40,,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,27,300,27,2003,명지새동네길7번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,27,500,36,2012,명지오션시티8로42번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,27,500,50,,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,27,500,50,2022,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,27.28,1000,40,2018,명지국제13로가길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.06,500,45,2021,명지국제12로19번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.06,500,45,2021,명지국제12로19번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.06,500,45,2021,명지국제12로19번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.23,500,45,,명지국제5로148번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.23,500,48,,명지국제5로148번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.27,500,45,2018,명지국제5로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.3,1000,50,2018,명지국제13로38번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.3,1000,45,2018,,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.4,100,30,2014,명지오션시티8로22번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,50,2021,명지국제6로1번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,300,46,2018,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,300,45,2017,명지국제12로19번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,2000,40,,명지국제5로148번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,45,2018,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,300,46,2018,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,45,2018,명지국제6로220번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,1000,40,2018,명지국제6로242번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,400,45,2017,명지국제6로318번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,45,2018,명지국제6로318번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,50,2021,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,45,,명지국제6로318번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,45,2018,명지국제6로220번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,42,2017,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,50,2022,명지국제6로242번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,300,45,2018,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,50,2022,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,48,2018,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,50,2022,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,50,2021,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,300,48,2018,명지국제11로71번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,300,40,2017,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,400,38,2017,명지국제6로318번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.5,500,38,2012,명지오션시티8로42번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.51,300,43,2018,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.74,500,40,2019,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,28.76,8500,0,2017,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,28.76,8500,0,2017,,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.81,2000,30,2018,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.81,3000,30,,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.81,3000,30,2018,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,28.95,500,40,2018,명지국제5로148번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29,500,48,2018,명지국제6로232번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29,500,48,2018,,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,29,8000,0,2017,명지국제6로242번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.21,100,45,2018,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.28,500,48,2020,명지국제11로71번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.41,6000,10,,명지국제6로232번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.5,500,53,2019,명지국제6로242번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.5,300,48,2018,명지국제5로148번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.5,300,50,2017,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.5,500,43,2018,명지국제13로38번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.5,3000,33,2017,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.5,3000,33,,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.53,3000,20,2018,명지국제6로318번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.54,1000,54,2019,,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.58,300,45,2018,명지국제12로19번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.63,500,50,2022,명지국제4로208번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.63,1000,50,2022,명지국제4로208번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.63,500,50,2022,명지국제4로208번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.7,500,45,2017,명지국제12로11번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.7,500,43,2017,명지국제5로136번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.75,500,45,2018,명지국제12로19번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.75,500,45,2017,명지국제6로318번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.81,500,45,2020,명지국제11로71번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.82,3000,45,2019,명지국제6로232번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,29.83,8000,0,,명지국제6로232번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.86,500,50,2019,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.88,500,60,2019,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.88,500,60,2019,명지국제12로,detatched_multiFamily
부산광역시 강서구 명지동,3***,전세,29.92,9000,0,2018,명지국제6로318번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,29.97,500,48,2019,명지국제4로208번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,30,500,33,2016,명지오션시티8로6번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,30,300,45,2017,명지국제6로220번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,30,3000,35,2021,명지국제6로1번가길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,30,500,46,2017,명지국제6로220번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,30,1000,50,2021,명지국제4로208번길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,30,300,41,2019,명지국제4로가길,detatched_multiFamily
부산광역시 강서구 명지동,3***,월세,30,500,30,2018,,detatched_multiFamily
