address1,address2,deposit_rent,dedicated_area(m^2),"Deposit(10,000won)",rent,year_of_construction,address3,type
부산광역시 금정구 금사동,3**,월세,66,1000,15,1996,금사로97번길,detatched_multiFamily
부산광역시 금정구 금사동,3**,월세,66,1000,25,1985,금사로85번길,detatched_multiFamily
부산광역시 금정구 금사동,5**,전세,66.69,9000,0,2016,서금로,detatched_multiFamily
부산광역시 금정구 금사동,5**,전세,70,6000,0,1984,금사로67번길,detatched_multiFamily
부산광역시 금정구 금사동,3**,전세,71.5,7500,0,1988,금사로97번길,detatched_multiFamily
부산광역시 금정구 금사동,3*,월세,77.82,5000,35,1983,금사로,detatched_multiFamily
부산광역시 금정구 금사동,1**,전세,82,3900,0,1989,금사로,detatched_multiFamily
부산광역시 금정구 금사동,3**,전세,82.5,3000,0,2001,금사로87번길,detatched_multiFamily
부산광역시 금정구 금사동,1**,월세,92.82,1600,10,1992,금사로67번길,detatched_multiFamily
부산광역시 금정구 금사동,3*,월세,99,5000,35,1983,금사로,detatched_multiFamily
부산광역시 금정구 금사동,2*,전세,101,8000,0,1978,사천로7번길,detatched_multiFamily
부산광역시 금정구 금사동,2*,전세,132,2000,0,1983,서금로,detatched_multiFamily
부산광역시 금정구 금사동,3*,월세,234,5000,35,1983,금사로,detatched_multiFamily
부산광역시 금정구 금성동,3**,월세,66,3000,20,,산성로,detatched_multiFamily
부산광역시 금정구 금성동,3**,월세,70.53,1000,10,1995,땅곡길,detatched_multiFamily
부산광역시 금정구 금성동,9**,월세,103.55,1000,50,1985,공해1길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,12,1400,13,1988,청룡로53번길,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,12,1000,10,1987,팔송로24번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,13,2000,15,1990,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,13.23,300,38,,학산로13번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,14,300,29,2017,중앙대로2035번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,14.02,2000,14,2015,남산로37번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,14.84,300,28,2015,금강로611번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,15,100,30,2014,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,15,500,27,2018,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,15,300,28,2017,남산로51번길,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,15,300,35,2015,,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,15,1000,20,1987,팔송로24번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,15,1000,29,2017,남산로37번길,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,15,2000,9,,,detatched_multiFamily
부산광역시 금정구 남산동,1*,전세,15,4000,0,2017,,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,15,4000,0,2016,,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,15,5000,0,2017,,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,15.24,300,22,2014,두실로,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,15.28,300,35,2017,중앙대로2007번길,detatched_multiFamily
부산광역시 금정구 남산동,7*,월세,15.6,200,35,2015,중앙대로2001번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,15.94,2000,25,2017,학산로13번길,detatched_multiFamily
부산광역시 금정구 남산동,*,월세,16,500,35,2017,금단로101번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,16,200,30,2014,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,16,200,30,2014,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,16,200,25,2016,팔송로59번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,16,100,35,2014,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,16,300,25,2016,팔송로59번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,16,300,26,2015,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,*,전세,16,4500,0,2017,금단로101번길,detatched_multiFamily
부산광역시 금정구 남산동,*,전세,16,4000,0,2017,,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,16,4500,0,2014,,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,16.52,500,20,1989,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,16.52,200,20,2015,팔송로45번길,detatched_multiFamily
부산광역시 금정구 남산동,1*,전세,16.54,4000,0,2017,범어천로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,17,300,35,2015,남산로37번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,17,4500,0,2014,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,17.06,4000,0,2016,팔송로59번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,17.25,100,30,2018,팔송로45번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,17.25,150,27,2018,팔송로45번길,detatched_multiFamily
부산광역시 금정구 남산동,9*,전세,17.58,4800,0,,범어천로,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,17.59,2000,23,2017,학산로7번길,detatched_multiFamily
부산광역시 금정구 남산동,3*,월세,17.6,100,32,2017,중앙대로,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,18,500,37,2017,학산로13번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,18,4500,0,2014,,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,18,4000,0,2014,,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,18.02,4500,0,2015,금샘로,detatched_multiFamily
부산광역시 금정구 남산동,1***,전세,18.1,4500,0,2015,두실로,detatched_multiFamily
부산광역시 금정구 남산동,4*,월세,18.22,2500,30,,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,4*,월세,18.31,500,30,,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,18.48,300,25,2017,학산로7번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,18.51,5000,0,2015,,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,18.8,1000,20,2014,금강로,detatched_multiFamily
부산광역시 금정구 남산동,4**,월세,18.96,500,29,2018,금강로,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,19,500,40,2017,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,19,200,23,,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,1***,전세,19.09,4500,0,2014,,detatched_multiFamily
부산광역시 금정구 남산동,2**,월세,19.33,300,35,2016,중앙대로,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,19.51,4000,0,2016,금강로681번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,19.72,3500,0,2018,,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,19.72,4000,0,2018,남산로37번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,19.73,300,30,2012,범어천로21번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,19.8,200,30,2014,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,전세,19.81,5000,0,2019,남산로,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,19.91,500,41,,금강로,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,19.99,1000,25,2017,학산로13번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,19.99,200,29,2017,학산로13번길,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,20,300,30,2015,두실로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,20,300,33,2016,금강로647번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,20,200,25,2015,중앙대로2035번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,20,200,28,2011,팔송로45번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,20,100,32,2015,중앙대로2035번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,20,300,28,2017,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,20,100,26,2014,금강로647번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,20,300,28,2014,금강로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,20,300,30,2011,팔송로45번길,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,20,100,32,2015,두실로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,20,1000,29,2014,남산로37번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,20,4000,0,2016,금강로647번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,20,3500,0,2011,중앙대로2035번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,20,3500,0,2011,중앙대로2035번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,20,3500,0,2011,중앙대로2035번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,20.25,5500,0,2015,중앙대로2001번길,detatched_multiFamily
부산광역시 금정구 남산동,6**,전세,20.49,4000,0,,,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,21,100,35,2015,두실로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,21.3,200,30,2017,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,21.42,100,25,2017,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,21.89,3300,0,2015,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,22,500,29,2014,금강로693번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,22,1500,29,2014,팔송로59번길,detatched_multiFamily
부산광역시 금정구 남산동,7*,월세,22.44,2000,10,2015,중앙대로2001번길,detatched_multiFamily
부산광역시 금정구 남산동,4*,전세,22.57,7500,0,,,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,22.94,200,30,2014,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,23,300,33,2014,팔송로12번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,전세,23,6000,0,,금강로681번길,detatched_multiFamily
부산광역시 금정구 남산동,8*,월세,23.03,200,30,2011,범어천로28번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,23.1,100,35,2014,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,23.1,6000,0,2012,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,23.1,6000,0,2015,금강로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,23.21,4000,25,2017,남산로51번길,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,23.34,2500,40,2018,두실로,detatched_multiFamily
부산광역시 금정구 남산동,4*,월세,23.62,300,50,,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,23.7,6500,0,2015,금강로611번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,24,100,35,2012,범어천로31번길,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,24,500,35,2014,두실로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,24,200,20,1988,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,24.08,3000,7,2011,청룡로45번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,24.08,4500,0,2011,청룡로45번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,24.2,100,30,2010,중앙대로1985번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,24.22,5000,15,2019,남산로,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,24.6,2000,20,2015,중앙대로2035번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,24.72,300,28,2015,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,24.83,1000,23,2014,중앙대로2007번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,25,300,30,2014,금강로,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,25,300,30,2014,금강로,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,25,6000,0,,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,25,6000,0,2012,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,25,2800,0,1991,중앙대로,detatched_multiFamily
부산광역시 금정구 남산동,1***,전세,25,7000,0,2018,,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,25.03,4500,0,2011,범어천로21번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,25.29,2000,50,,중앙대로2007번길,detatched_multiFamily
부산광역시 금정구 남산동,9*,전세,25.5,4500,0,2011,,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,25.6,2000,25,,중앙대로2035번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,25.62,2000,20,2015,중앙대로2035번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,전세,26,6500,0,2012,,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,26,6000,0,2017,학산로13번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,26.2,3900,13,2015,금강로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,26.4,150,15,1988,팔송로45번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,26.4,500,35,2019,남산로,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,26.4,300,20,1983,벅구산로8번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,26.45,3500,20,1990,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,4*,월세,26.65,2000,35,2021,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,4*,월세,26.65,1000,40,2021,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,4*,월세,26.65,1000,50,2021,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,4*,전세,26.65,9000,0,2021,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,4*,전세,26.65,9000,0,2021,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,27,500,29,2020,팔송로12번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,27,5000,0,2011,범어천로21번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,27.3,6000,0,2017,중앙대로2001번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,28,50,32,1991,남산로,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,28,5600,0,2012,,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,28,6000,0,2012,,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,28.26,300,35,,금샘로488번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,28.26,500,33,,금샘로488번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,28.31,300,30,2014,남산로37번길,detatched_multiFamily
부산광역시 금정구 남산동,2*,월세,29.26,500,40,,중앙대로,detatched_multiFamily
부산광역시 금정구 남산동,4*,전세,29.8,9000,0,2021,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,30,2000,20,1989,범어천로31번길,detatched_multiFamily
부산광역시 금정구 남산동,*,전세,30,6000,0,2016,금단로101번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,30.07,200,21,1993,금샘로,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,30.75,4800,0,1991,금샘로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,31.15,500,30,2018,,detatched_multiFamily
부산광역시 금정구 남산동,9*,전세,32.4,5000,0,1987,범어천로31번길,detatched_multiFamily
부산광역시 금정구 남산동,4*,월세,33,2700,10,1990,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,33,2000,50,2014,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,33,1000,48,2019,남산로,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,33,500,50,2019,남산로,detatched_multiFamily
부산광역시 금정구 남산동,7**,월세,33,2000,15,1988,금샘로578번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,33,8000,0,2014,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,33,6500,0,2017,학산로13번길,detatched_multiFamily
부산광역시 금정구 남산동,7*,전세,33,5000,0,1994,중앙대로2001번길,detatched_multiFamily
부산광역시 금정구 남산동,8*,월세,33.05,1000,20,1987,범어천로28번길,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,33.06,300,20,1987,팔송로12번길,detatched_multiFamily
부산광역시 금정구 남산동,9*,전세,33.06,5500,0,1987,범어천로31번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,34,3500,0,1988,금강로,detatched_multiFamily
부산광역시 금정구 남산동,2*,월세,35,500,35,1988,중앙대로2097번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,35,1000,45,2014,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,전세,35,7000,0,2012,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,36,1500,20,1994,금강로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,36,1000,20,1991,남산로37번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,36,400,20,1988,중앙대로,detatched_multiFamily
부산광역시 금정구 남산동,7*,월세,36,1000,30,1994,중앙대로2007번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,36,200,35,1988,금강로,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,36.3,400,20,1987,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,36.33,500,50,2015,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,36.36,2000,15,1991,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,1*,전세,36.68,10000,0,2020,팔송로12번길,detatched_multiFamily
부산광역시 금정구 남산동,5*,전세,37.38,7500,0,1983,,detatched_multiFamily
부산광역시 금정구 남산동,6**,전세,37.77,5000,0,1992,팔송로,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,38,2500,15,1989,중앙대로2007번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,전세,38.85,5500,0,2015,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,39,1500,25,1991,남산로37번길,detatched_multiFamily
부산광역시 금정구 남산동,2*,월세,39.11,3000,29,2019,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,5*,월세,39.21,500,20,1988,중앙대로,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,39.45,3000,0,1988,금강로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,39.6,500,20,1991,남산로,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,39.6,1000,15,1988,학산로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,39.6,300,32,1992,금강로693번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,39.6,1000,32,1992,금강로693번길,detatched_multiFamily
부산광역시 금정구 남산동,7*,월세,39.75,1000,40,1994,중앙대로2007번길,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,40,2000,20,1990,금강로,detatched_multiFamily
부산광역시 금정구 남산동,2**,월세,40,1000,20,1991,금단로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,40,500,25,1991,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,3*,월세,40,500,25,1987,중앙대로,detatched_multiFamily
부산광역시 금정구 남산동,5*,전세,40,4500,0,1989,중앙대로2001번길,detatched_multiFamily
부산광역시 금정구 남산동,7**,전세,40,4000,0,1994,금샘로566번길,detatched_multiFamily
부산광역시 금정구 남산동,4*,월세,40.41,1000,50,2021,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,5*,월세,41.25,500,23,1992,중앙대로2001번길,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,42,3000,15,1983,팔송로24번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,42.1,1500,50,2014,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,42.9,4000,29,1988,팔송로,detatched_multiFamily
부산광역시 금정구 남산동,5*,월세,42.9,4000,10,1997,팔송로7번길,detatched_multiFamily
부산광역시 금정구 남산동,5*,월세,42.9,400,17,1988,중앙대로,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,42.9,4000,0,1989,청룡로45번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,42.97,1000,20,1990,팔송로59번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,42.98,2000,15,1990,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,43,2000,15,1987,범어천로21번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,43,4000,10,1993,,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,43,1000,15,1996,학산로13번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,44,4000,0,1990,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,44.28,8000,0,1982,중앙대로2007번길,detatched_multiFamily
부산광역시 금정구 남산동,2**,월세,44.53,1000,40,1989,금단로175번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,45,2500,20,1992,팔송로45번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,45,500,20,1992,금샘로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,45,500,20,1988,남산로37번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,45,500,35,1991,두실로24번길,detatched_multiFamily
부산광역시 금정구 남산동,2*,월세,45.16,2000,36,1979,중앙대로2097번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,45.26,5500,0,1985,금샘로578번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,45.82,3000,15,1996,범어천로31번길,detatched_multiFamily
부산광역시 금정구 남산동,2**,월세,46,1000,35,1991,금단로175번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,46.18,5000,30,1988,학산로13번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,46.18,6000,20,1988,학산로13번길,detatched_multiFamily
부산광역시 금정구 남산동,2*,전세,46.28,10000,0,2019,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,46.36,5000,10,1983,범어천로21번길,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,47,1000,40,1988,금강로,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,47,1000,40,1988,금강로,detatched_multiFamily
부산광역시 금정구 남산동,2*,월세,47.05,2000,28,1979,팔송로7번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,47.28,4000,20,1990,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,48,5000,0,1990,팔송로45번길,detatched_multiFamily
부산광역시 금정구 남산동,7**,전세,48,4000,0,1996,금샘로578번길,detatched_multiFamily
부산광역시 금정구 남산동,7**,전세,48.26,5000,0,1996,금샘로578번길,detatched_multiFamily
부산광역시 금정구 남산동,7**,전세,48.26,5000,0,1996,금샘로578번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,49,2000,10,1990,금강로709번길,detatched_multiFamily
부산광역시 금정구 남산동,5*,월세,49.5,500,23,1988,중앙대로,detatched_multiFamily
부산광역시 금정구 남산동,2**,월세,49.5,1500,30,1986,금단로175번길,detatched_multiFamily
부산광역시 금정구 남산동,8*,월세,49.58,1500,10,1986,범어천로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,50,3000,30,1991,금샘로,detatched_multiFamily
부산광역시 금정구 남산동,4*,월세,50,2000,40,2021,범어천로46번길,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,50,3000,15,1987,두실로,detatched_multiFamily
부산광역시 금정구 남산동,1***,월세,50,2000,20,1987,두실로,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,50,3000,30,1988,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,50,8000,0,2015,금샘로,detatched_multiFamily
부산광역시 금정구 남산동,3**,전세,50,10000,0,2017,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,50.52,5000,15,1988,금강로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,51,1000,25,1993,금샘로,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,52,1500,25,1996,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,52,5500,0,1996,금강로633번길,detatched_multiFamily
부산광역시 금정구 남산동,7**,월세,52.42,3000,20,1997,금샘로566번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,52.89,4000,10,1991,범어사로,detatched_multiFamily
부산광역시 금정구 남산동,9*,전세,52.89,4000,0,1993,금강로,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,53.46,1000,25,1989,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,3**,월세,53.46,1000,25,1989,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,3*,월세,54.66,1000,25,,,detatched_multiFamily
부산광역시 금정구 남산동,1*,월세,55,2000,30,1988,팔송로18번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,55,1000,30,1997,학산로,detatched_multiFamily
부산광역시 금정구 남산동,3**,전세,55.72,11000,0,1988,팔송로39번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,월세,56.4,500,37,2012,범어천로21번길,detatched_multiFamily
부산광역시 금정구 남산동,1**,전세,59.14,3000,0,1980,중앙대로,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,59.4,2800,0,1990,팔송로53번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,59.4,5500,0,1990,팔송로45번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,전세,59.5,5500,0,1990,팔송로45번길,detatched_multiFamily
부산광역시 금정구 남산동,9**,월세,59.6,6000,10,1988,청룡로53번길,detatched_multiFamily
